Id,name,relicTime,type,metiral,author,descriptoin,imageUrl,moreUrl,museum,location,simpleTime
1,  teapot in shape of a seal wrapped in cloth         Not Currently on View   Image Licensing   , 1993 ,teapot, Yixing Stoneware , Chinese ,"       Provenance      Dr. K. S. Lo, Hong Kong, China;donated to the Indianapolis Museum of Art in 1995      ",http://collection.imamuseum.org/artwork/25684/0_preview.jpg,http://collection.imamuseum.org/artwork/25684/,imamuseum,United States
70,  bowl  Yongzheng       Not Currently on View   Image Licensing   , Qing dynasty ,bowl, stoneware , Chinese ,"       Provenance      60.80 & .81 [Kenneth Ching, Group Trading Corporation]. Eli Lilly (2/16/1951 invoice for $1,200.)      ",http://collection.imamuseum.org/artwork/25653/0_preview.jpg,http://collection.imamuseum.org/artwork/25653/,imamuseum,United States
71,  vase with dragon and cloud design  Xuande       Currently on View in K308   Image Licensing   , Ming dynasty ,vase, porcelain with underglaze blue , Chinese ,"       Gallery Label   Provenance      The shapes of vessels and their mouths changed over the centuries. An approximately 600-year span is represented here. The designs range from none to overall, or confined to bands, frames or registers.  Some designs are innovative and some copy earlier styles and some copy from other materials. Each is an artistic experiment.   [Fritz Low-Beer]; Eli Lilly (3/10/1951 invoice for $3,000.)      ",http://collection.imamuseum.org/artwork/18458/0_preview.jpg,http://collection.imamuseum.org/artwork/18458/,imamuseum,United States
72,  dish with exterior dragon design  Ming dynasty       Currently on View in K308.c2   Image Licensing   , Ming dynasty ,dish, porcelain with enamel , Chinese ,"       Provenance      Mathias Komor [as Chenghua]; Mr. and Mrs. Eli Lilly, Indianapolis, Indiana; given to the John Herron Art Institute, now the Indianapolis Museum of Art at Newfields, in 1960.      ",http://collection.imamuseum.org/artwork/33357/0_preview.jpg,http://collection.imamuseum.org/artwork/33357/,imamuseum,United States
73,  jar with dragon among lotus design  Longqing       Not Currently on View   Image Licensing   , Ming dynasty ,jar, porcelain with underglaze blue , Chinese ,"       Provenance      [Mathias Komor] (in March 1951 catalogue, no. 75 as longqing period). Eli Lilly, Indianapolis, Indiana ($850); given to the John Herron Art Institute, now the Indianapolis Museum of Art at Newfields, in 1960.      ",http://collection.imamuseum.org/artwork/70759/0_preview.jpg,http://collection.imamuseum.org/artwork/70759/,imamuseum,United States
74,  fishing village in twilight glow  Xia Gui (Chinese)       Not Currently on View   Image Licensing   , Southern Song dynasty ,fishing, ink and red wash on silk ,  Xia Gui (Chinese)  ,"       Provenance      Peter J. Bahr (brother of A.W. Bahr), in Shanghai, China, 1915; John Del Drago; [Jan W.A. Kleijkamp]; purchased by Eli Lilly, Indianapolis, Indiana (list of January 1948 purchases for $2,000.); given to the John Herron Art Institute, now the Indianapolis Museum of Art, in 1961.      ",http://collection.imamuseum.org/artwork/33375/0_preview.jpg,http://collection.imamuseum.org/artwork/33375/,imamuseum,United States
75,  Gatherings of groups of immortals  Unknown       Not Currently on View   Image Licensing   , Qing dynasty ,Gatherings," silk, metallic threads, pigment ",  Unknown  ,"       Related Text      Indianapolis Museum of Art: Highlights of the Collection (2005) Only the most accomplished artisans could produce such a tour de force of the weaver's art. Made in China at a time when the manufacture of silk tapestries had reached its pinnacle, the refinement and sophistication of this tapestry are rivaled only by the most admired paintings of the time. Pigments were used to individualize a face or other finishing elements. For the rest, the weavers used their nails, filed in a sawtooth pattern, to pack the fine silk threads into place and create an intricate image.Mounted as a hanging scroll and intended for a palatial setting, this tapestry depicts a paradisical realm, with male and female immortals inhabiting an idyllic landscape of mountains, clouds, waterfalls, pines, and willow trees. This was a very popular subject in China, and one that was historically associated with the pursuit of physical immortality.Here, the Eighteen Buddhist disciples on scrolling clouds hold auspicious attributes. Other immortals examine a scroll, discuss poetry and literature, and play the board game qi (go)—a favorite pastime. In the foreground, two groups enjoy a leisurely stroll along the riverbank, where two cranes, Chinese symbols of longevity, stand.      ",http://collection.imamuseum.org/artwork/79815/0_preview.jpg,http://collection.imamuseum.org/artwork/79815/,imamuseum,United States
76,"  The Four Elements (figurines)  Bow China Works, Manufacturer (English)       Currently on View in H205.c4   Image Licensing   ", about 1765 ,The," soft-paste porcelain, polychrome enamels, gilding ",  Bow China Works (English)  ,"       Provenance      (Francis Macomber and Company, Indianapolis); Mr. and Mrs. Herman C. Krannert, Indianapolis; donated to the Indianapolis Museum of Art in 1962      ",http://collection.imamuseum.org/artwork/25601/0_preview.jpg,http://collection.imamuseum.org/artwork/25601/,imamuseum,United States
77,  Buddha with Indra and Brahma  Kushan       Currently on View in K303   Image Licensing   , Kushan ,Buddha, gray schist , Gandhara ,"       Gallery Label   Provenance      Gandhara was the ancient name for the region of the Peshawar Valley, including the Swat Valley and other adjoining regions of Pakistan and Afghanistan. From the 1st to 3rd centuries under the rule of the Kushan kings, the region prospered as a major crossroads for trade between Mediterranean countries and China. Thriving merchants and royal patrons endowed countless shrines and monasteries and commissioned much Buddhist artwork. During the 1st century, Gandharan artists began producing images of the Buddha in human form. Before that, only symbols were used. These early images were strongly influenced by Greco-Roman sculptural styles, as seen here in the treatment of the drapery folds and hair.   Mr. and Mrs. James W. Alsdorf, Chicago, Illinois; given to the John Herron Art Institute, Indianapolis, Indiana, now the Indianapolis Museum of Art at Newfields, in 1963.      ",http://collection.imamuseum.org/artwork/16686/0_preview.jpg,http://collection.imamuseum.org/artwork/16686/,imamuseum,United States
78,"  Descending Geese  Unkoku Tôgan 雲谷 等顔 (Japanese, 1547-1618)       Not Currently on View   Image Licensing   ", Edo ,Descending, ink on paper ,"  Unkoku Tôgan 雲谷 等顔 (Japanese, 1547-1618)  ","       Gallery Label      The themes expressed in ""Eight Views of the Xiao and Xiang"" date to 11th-century China, when artists first extolled, in their paintings, the lyrical beauty of the area near the confluence of the two rivers and nearby Lake Dongting, in Hunan Province. Later, Japanese artists also became enamored with these themes. Tōgan executed these paintings in a quick, impressionistic ""splashed ink"" (破墨 haboku) style.      ",http://collection.imamuseum.org/artwork/33485/0_preview.jpg,http://collection.imamuseum.org/artwork/33485/,imamuseum,United States
79,"  Morning Temple Bell in the Mist  Unkoku Tôgan 雲谷 等顔 (Japanese, 1547-1618)       Not Currently on View   Image Licensing   ", Edo ,Morning, ink on paper ,"  Unkoku Tôgan 雲谷 等顔 (Japanese, 1547-1618)  ","       Gallery Label      The themes expressed in ""Eight Views of the Xiao and Xiang"" date to 11th-century China, when artists first extolled, in their paintings, the lyrical beauty of the area near the confluence of the two rivers and nearby Lake Dongting, in Hunan Province. Later, Japanese artists also became enamored with these themes. Tōgan executed these paintings in a quick, impressionistic ""splashed ink"" (破墨 haboku) style.      ",http://collection.imamuseum.org/artwork/17552/0_preview.jpg,http://collection.imamuseum.org/artwork/17552/,imamuseum,United States
80,  Guanyin with Peony and Crane  Qing dynasty       Not Currently on View   Image Licensing   , Qing dynasty ,Guanyin, aquamarine , Chinese ,       Provenance      Professor and Mrs. R. Norris Shreve; given to the Indianapolis Museum of Art in 1971.      ,http://collection.imamuseum.org/artwork/71888/0_preview.jpg,http://collection.imamuseum.org/artwork/71888/,imamuseum,United States
81,  Huan disc  Neolithic {Chinese period}       Not Currently on View   Image Licensing   , Neolithic {Chinese period} ,Huan, nephrite , Chinese ,null,http://collection.imamuseum.org/artwork/52780/0_preview.jpg,http://collection.imamuseum.org/artwork/52780/,imamuseum,United States
82,  Huan disc  Neolithic {Chinese period}       Not Currently on View   Image Licensing   , Neolithic {Chinese period} ,Huan, nephrite , Chinese ,null,http://collection.imamuseum.org/artwork/27294/0_preview.jpg,http://collection.imamuseum.org/artwork/27294/,imamuseum,United States
83,  bracelet  Neolithic {Chinese period}       Not Currently on View   Image Licensing   , Neolithic {Chinese period} ,bracelet, nephrite , Liangzhu culture ,null,http://collection.imamuseum.org/artwork/32830/0_preview.jpg,http://collection.imamuseum.org/artwork/32830/,imamuseum,United States
84,"  Sketch for Mural, Textile Building, New York  Philip Ayer Sawyer (American, 1868-1949)       Not Currently on View   Image Licensing   ", 1933 ,Sketch, pen and ink and watercolor wash on off-white paper ,"  Philip Ayer Sawyer (American, 1868-1949)  ","       Gallery Label      •&nbsp;All but two of the figures in this colorful frieze are male. The models for the woman and child to the left of center were La Tour and her daughter, Manya, who were staying with Sawyer in New York at the time he executed this work. •&nbsp;Sawyer created this preparatory sketch for a WPA mural with Henry Ensel for the Textile High School in New York. The vocational high school with a textile mill in the basement became famous for its murals, most of which were painted by Jean Charlot, another WPA artist whose works La Tour collected.       ",http://collection.imamuseum.org/artwork/71620/0_preview.jpg,http://collection.imamuseum.org/artwork/71620/,imamuseum,United States
85,"  100 Views of Osaka  Kunikazu (Japanese, 1848-1868)       Not Currently on View   Image Licensing   ",null,100," ink on paper, color woodblock print ","  Kunikazu (Japanese, 1848-1868)  ",null,http://collection.imamuseum.org/artwork/71666/0_preview.jpg,http://collection.imamuseum.org/artwork/71666/,imamuseum,United States
86,  book illustration         Not Currently on View   Image Licensing   ,null,book," ink on paper, color woodblock print ", Japanese ,null,http://collection.imamuseum.org/artwork/36499/0_preview.jpg,http://collection.imamuseum.org/artwork/36499/,imamuseum,United States
87,"  Chōkichi ane Oseki 長吉姉お関  Utagawa Kunisada 歌川国貞 (Japanese, 1786-1864)       Not Currently on View   Image Licensing   ", 1854 ,Chōkichi, color woodblock print ,"  Utagawa Kunisada 歌川国貞 (Japanese, 1786-1864)  ","       Gallery Label      湧髪長五郎 (right) 長吉姉お関 (left) Nuregami Chōgorō was a sumō wrestler, and Oseki is the sister of his friend and former rival, Chōkichi. The figures are dramatically placed against a background of blue and white. Chōgorō's fierce demeanor and powerful stance with swinging tassels on the bottom fringe of his wrestler's apron contrast starkly with the demure, contained pose of Oseki. The foxing patterns and the worm hole indicate that the prints were stored face to face. Metallic elements in the pigment used for Oseki's robe have oxidized, creating a tarnished appearance. The strength and beauty of the composition outweigh the compromised condition of the prints, attesting to the excellence of their design and execution. Signed Toyokuni ga within a toshidama cartouche      ",http://collection.imamuseum.org/artwork/24284/0_preview.jpg,http://collection.imamuseum.org/artwork/24284/,imamuseum,United States
88,  Asukayama yūzakura/tosei bijo soreo  Utagawa Sadafusa 歌川貞房       Not Currently on View   Image Licensing   ,null,Asukayama," ink on paper, color woodblock print ",  Utagawa Sadafusa 歌川貞房  ,null,http://collection.imamuseum.org/artwork/5143/0_preview.jpg,http://collection.imamuseum.org/artwork/5143/,imamuseum,United States
89,"  Viewing Cherry Blossoms at Mukōjima (Mukōjima hanami no zu)  Utagawa Kuniaki II (Japanese, 1835-1888) Yokokawa Horiiwa, Engraver       Not Currently on View   Image Licensing   ", Edo ,Viewing, color woodblock print ,"  Utagawa Kuniaki II (Japanese, 1835-1888)  ",       Provenance      Mrs. Kate Kiser Klein; given to the Indianapolis Museum of Art in 1972      ,http://collection.imamuseum.org/artwork/20976/0_preview.jpg,http://collection.imamuseum.org/artwork/20976/,imamuseum,United States
90,"  companion wiping powder off woman's neck and shoulders  Utagawa Kunisada II (Japanese, 1823-1880)       Not Currently on View   Image Licensing   ",null,companion," ink on paper, color woodblock print ","  Utagawa Kunisada II (Japanese, 1823-1880)  ",null,http://collection.imamuseum.org/artwork/70956/0_preview.jpg,http://collection.imamuseum.org/artwork/70956/,imamuseum,United States
91,"  Imayō Genji  Utagawa Kunisada 歌川国貞 (Japanese, 1786-1864)       Not Currently on View   Image Licensing   ",null,Imayō," ink on paper, color woodblock print ","  Utagawa Kunisada 歌川国貞 (Japanese, 1786-1864)  ",null,http://collection.imamuseum.org/artwork/34075/0_preview.jpg,http://collection.imamuseum.org/artwork/34075/,imamuseum,United States
92,"  Welcoming Spring with a Gathering of Flowers (Hana soroi haru no taimen)  Utagawa Kunisada II (Japanese, 1823-1880)       Not Currently on View   Image Licensing   ", Meiji ,Welcoming, color woodblock print ,"  Utagawa Kunisada II (Japanese, 1823-1880)  ",       Provenance      Mrs. Kate Kiser Klein; given to the Indianapolis Museum of Art in 1972.      ,http://collection.imamuseum.org/artwork/6169/0_preview.jpg,http://collection.imamuseum.org/artwork/6169/,imamuseum,United States
93,"  Untitled  Lisa DeFrancis (American, 1953-1999)       Not Currently on View   Image Licensing   ", 1972 ,Untitled," ink on paper, screen print ","  Lisa DeFrancis (American, 1953-1999)  ",null,http://collection.imamuseum.org/artwork/45595/0_preview.jpg,http://collection.imamuseum.org/artwork/45595/,imamuseum,United States
94,"  Love Postage Stamps  Robert Indiana (American, 1928-2018) Bureau of Engraving and Printing, Printer United States Postal Service, Publisher       Not Currently on View   Image Licensing   ", 1973 ,Love, offset lithograph ,"  Robert Indiana (American, 1928-2018)  ","       Provenance      First Day Issue, United States Post Office, Brightwood Station, Indianapolis, Indiana      ",http://collection.imamuseum.org/artwork/6053/0_preview.jpg,http://collection.imamuseum.org/artwork/6053/,imamuseum,United States
95,"  China Case  Thomas Chippendale (English, 1718-1779) Matthew Darly, Engraver (British, 1710-1810)       Not Currently on View   Image Licensing   ", 1753 ,China, engraving ,"  Thomas Chippendale (English, 1718-1779)  ","       Gallery Label      Eighteenth-century European furniture was influenced by the materials and motifs of East Asian art. The pagoda tops and various fretwork moldings included in this design are all European interpretations of traditional Chinese elements. The doors and sides would have been glass to display the porcelain ""china"" housed inside. Thus, the design of this piece of furniture and its function show European appreciation of Chinese art. This image appeared in all three editions of Chippendale's Director, attesting to the continued popularity of such furniture. — (""Eighteenth-Century Furniture Design,"" May 23, 2009—February 21, 2010, Indianapolis Museum of Art, Conant Galleries)      ",http://collection.imamuseum.org/artwork/47428/0_preview.jpg,http://collection.imamuseum.org/artwork/47428/,imamuseum,United States
96,  plate (from Hollandisches Service)  Meissen Porcelain Manufactory (German)       Not Currently on View   Image Licensing   , about 1763 ,plate," hard paste porcelain, polychrome enamels, gilding ",  Meissen Porcelain Manufactory (German)  ,null,http://collection.imamuseum.org/artwork/6146/0_preview.jpg,http://collection.imamuseum.org/artwork/6146/,imamuseum,United States
97,  inkstand         Not Currently on View   Image Licensing   , 1792-1807 ,inkstand, bone china , English ,null,http://collection.imamuseum.org/artwork/6163/0_preview.jpg,http://collection.imamuseum.org/artwork/6163/,imamuseum,United States
98,  women's overskirt         Not Currently on View   Image Licensing   , about 1870 ,women's," silk, bronze, cotton ", Chinese ,"       Gallery Label      In China, red is associated with family celebrations, particularly weddings and births. It was appropriate for bridal attire to be embellished with imperial symbols. The dragon symbol for the emperor represents the groom, and the phoenix, which is the symbol of the empress, represents the bride. On the upper front of the jacket and above the dragon, two pomegranates are depicted. Pomegranate, with its many seeds, is a symbol of fertility. Many other auspicious motifs, including clouds, symbol of good fortune, and bats, symbol of happiness, surround the dragon and two phoenixes.      ",http://collection.imamuseum.org/artwork/70992/0_preview.jpg,http://collection.imamuseum.org/artwork/70992/,imamuseum,United States
99,"  Bakery Woman Homecoming  Wilson Eugene Silsby (American, 1883-1952)       Not Currently on View   Image Licensing   ", 20th century ,Bakery, etching and aquatint ,"  Wilson Eugene Silsby (American, 1883-1952)  ",null,http://collection.imamuseum.org/artwork/60175/0_preview.jpg,http://collection.imamuseum.org/artwork/60175/,imamuseum,United States
100,"  porcelain dish  Johann Joachim Kändler, Modeler (German, 1706-1775) Meissen Porcelain Manufactory, Manufacturer (German) Johann Friedrich Eberlein, Modeler (German, 1695-1749)       Not Currently on View   Image Licensing   ", about 1738-1740 ,porcelain," hard paste porcelain, polychrome enamels, gilding ","  Johann Joachim Kändler (German, 1706-1775)  ",       Provenance      Purchased by the Indianapolis Museum of Art in 1977      ,http://collection.imamuseum.org/artwork/79667/0_preview.jpg,http://collection.imamuseum.org/artwork/79667/,imamuseum,United States
101,  Avalokitesvara (Guanyin) on lotus  Qing dynasty       Not Currently on View   Image Licensing   , Qing dynasty ,Avalokitesvara, ink and color on silk , Chinese ,"       Gallery Label      蓮花觀音 Avalokitesvara, (literally, ""Lord who looks down"") is the bodhisattva that embodies compassion. (Compassion when combined with wisdom results in enlightenment.) A bodhisattva is an enlightened being who chose to remain in the world to help others become enlightened. Originally, this bodhisattva was depicted as a male figure. After Buddhism spread to China, a female representation known as Guanyin became standard for this most popular bodhisattva. This painting is based on a story about a boy and a white parrot who came to be devoted to Guanyin. However, the image seems very secular, and it has been described as ""a quintessential Qing dynasty beauty...a seductive figure.""      ",http://collection.imamuseum.org/artwork/63554/0_preview.jpg,http://collection.imamuseum.org/artwork/63554/,imamuseum,United States
102,  Album of Poetry and Painting  Hu Jiusi (Chinese)       Not Currently on View   Image Licensing   , Qing dynasty ,Album," album (6 leaves), ink on paper ",  Hu Jiusi (Chinese)  ,null,http://collection.imamuseum.org/artwork/33307/0_preview.jpg,http://collection.imamuseum.org/artwork/33307/,imamuseum,United States
103,"  coat  Norman Norell, Designer (American, 1900-1972) Norman Norell, Inc., Design House (American)       Not Currently on View   Image Licensing   ", Spring 1966 ,coat," wool, China silk, gold buttons ","  Norman Norell (American, 1900-1972)  ",null,http://collection.imamuseum.org/artwork/19020/0_preview.jpg,http://collection.imamuseum.org/artwork/19020/,imamuseum,United States
104,"  Lady Cai Wenji's Return to China  Huang Jun (Chinese, 1914-)       Not Currently on View   Image Licensing   ", Modern {Chinese period} ,Lady, ink and color and gold on silk ,"  Huang Jun (Chinese, 1914-)  ","       Gallery Label      蔡文姬歸漢圖 Cai was born in 178, married by the age of 14, widowed soon after, and taken prisoner by conquering nomads at the age 17. During her captivity, she became a wife of a chief and had two children, and yet she always wanted to return home. After a dozen years, she was ransomed and returned to China, leaving her children behind. In a poem she wrote, ""I felt my body collapsed, my spirit shattered, my mind crazed...But grief is my lot till my days end."" [tr. Yi-t'ung Wang] Cai Wenji's score for the guqin古琴 zither became a theme for depicting her difficult life. Shou Nie 壽鑈, 1885-1950, wrote Cai's ""Poem of Sorrow and Anger 悲憤詩"" above this image of her departure from captivity and return to China.      ",http://collection.imamuseum.org/artwork/54642/0_preview.jpg,http://collection.imamuseum.org/artwork/54642/,imamuseum,United States
105,  jar         Not Currently on View   Image Licensing   ,null,jar," clear glaze, blue underglazed stoneware ", Chinese ,null,http://collection.imamuseum.org/artwork/59105/0_preview.jpg,http://collection.imamuseum.org/artwork/59105/,imamuseum,United States
106,  jar         Not Currently on View   Image Licensing   , 1300-1399 ,jar, green glazed stoneware , Chinese ,null,http://collection.imamuseum.org/artwork/33309/0_preview.jpg,http://collection.imamuseum.org/artwork/33309/,imamuseum,United States
107,  jar  Ming dynasty       Not Currently on View   Image Licensing   , Ming dynasty ,jar, porcelain with blue underglaze , Chinese ,null,http://collection.imamuseum.org/artwork/79422/0_preview.jpg,http://collection.imamuseum.org/artwork/79422/,imamuseum,United States
108,"  China Today  Ronald Brooks Kitaj (American, 1932-2007)       Not Currently on View   Image Licensing   ", 1970 ,China, screenprint ,"  Ronald Brooks Kitaj (American, 1932-2007)  ",null,http://collection.imamuseum.org/artwork/29618/0_preview.jpg,http://collection.imamuseum.org/artwork/29618/,imamuseum,United States
109,"  plate  Johann Friedrich Eberlein, Modeler (German, 1695-1749) Meissen Porcelain Manufactory, Manufacturer (German)       Not Currently on View   Image Licensing   ", about 1741-1745 ,plate," hard paste porcelain, polychrome enamels, gilding ","  Johann Friedrich Eberlein (German, 1695-1749)  ",null,http://collection.imamuseum.org/artwork/79406/0_preview.jpg,http://collection.imamuseum.org/artwork/79406/,imamuseum,United States
110,"  China Clipper Sea Witch  Robert Stackhouse (American, 1942-)       Not Currently on View   Image Licensing   ", 1980 ,China, pencil and black crayon on white paper ,"  Robert Stackhouse (American, 1942-)  ",null,http://collection.imamuseum.org/artwork/75665/0_preview.jpg,http://collection.imamuseum.org/artwork/75665/,imamuseum,United States
111,  seated pan-pipe player  Tang dynasty       Currently on View in K306.c13   Image Licensing   , Tang dynasty ,seated, earthenware with paint , Chinese ,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York, New York; {1} given to Indianapolis Museum of Art at Newfields, Indianapolis, Indiana in 1980.{1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.      ",http://collection.imamuseum.org/artwork/24741/0_preview.jpg,http://collection.imamuseum.org/artwork/24741/,imamuseum,United States
112,  attendant  Tang dynasty       Currently on View in K306.c12   Image Licensing   , Tang dynasty ,attendant, earthenware with paint , Chinese ,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York; {1} given to Indianapolis Museum of Art in 1980 (80.413). {2} {1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.{2} IMA Temporary Receipt No. 3260/15.      ",http://collection.imamuseum.org/artwork/22825/0_preview.jpg,http://collection.imamuseum.org/artwork/22825/,imamuseum,United States
113,  bridal bed curtains  Qing dynasty       Not Currently on View   Image Licensing   , Qing dynasty ,bridal, silk , Chinese ,"       Gallery Label      In China, it was appropriate for bridal attire and furnishings to be embellished with imperial symbols. The phoenix, which represents the empress, and the dragon, representing the emperor, here symbolize the bride and groom, the balance between masculine and feminine, and the yin and yang. A number of auspicious Buddhist and Daoist symbols are depicted here: clouds symbolize good fortune and happiness; bats represent blessings, happiness and good fortune; paired fish symbolize the union of happiness; roses (at each end) are considered flowers of lasting springtime; peaches (in center) represent long life.      ",http://collection.imamuseum.org/artwork/25546/0_preview.jpg,http://collection.imamuseum.org/artwork/25546/,imamuseum,United States
114,  Dolphin Tripod         Not Currently on View   Image Licensing   , about 1813-1820 ,Dolphin, bone china , English ,null,http://collection.imamuseum.org/artwork/62135/0_preview.jpg,http://collection.imamuseum.org/artwork/62135/,imamuseum,United States
115,  bottle  Qing dynasty       Not Currently on View   Image Licensing   , Qing dynasty ,bottle, porcelain with blue glaze , Chinese ,"       Provenance      Stanley Herzman [1906-2001] and Adele Herzman, nee Sharpe [1919-1990], New York, New York; {1} given to Indianapolis Museum of Art at Newfields, Indianapolis, Indiana in 1980.{1} For information on Stanley Herzman, see his obituary in New York Times, 7 February 2001. For information on Adele Herzman, see her obituary in New York Times, 15 December 1990. For information on Stanley and Adele Herzman as collectors, see Rita Reif, ""Objects of His Desire: One Collector's China Syndrome,"" New York Times, 10 June 1990, and Suzanne G. Valenstein, The Herzman Collection of Chinese Art, New York: Stanley Herzman, 1992.      ",http://collection.imamuseum.org/artwork/33310/0_preview.jpg,http://collection.imamuseum.org/artwork/33310/,imamuseum,United States
116,  dish         Not Currently on View   Image Licensing   ,null,dish, porcelain with blue glaze , Chinese ,null,http://collection.imamuseum.org/artwork/26195/0_preview.jpg,http://collection.imamuseum.org/artwork/26195/,imamuseum,United States
117,"  album after old masters and poems  Wang Hui (Chinese, 1632-1717)       Not Currently on View   Image Licensing   ", Qing dynasty ,album," album (10 leaves), ink on paper ","  Wang Hui (Chinese, 1632-1717)  ",null,http://collection.imamuseum.org/artwork/33087/0_preview.jpg,http://collection.imamuseum.org/artwork/33087/,imamuseum,United States
118,  cup  Qing dynasty       Not Currently on View   Image Licensing   , Qing dynasty ,cup, porcelain with coral red enamel glaze , Chinese ,null,http://collection.imamuseum.org/artwork/33048/0_preview.jpg,http://collection.imamuseum.org/artwork/33048/,imamuseum,United States
119,"  President Benjamin Harrison service pattern cup and saucer  Caroline Lavinia Scott Harrison, Designer (American, 1832-1892) Paul Putzki, Designer (American, born Germany, 1858-1936) Tressemanes & Vogt, Manufacturer (French)       Not Currently on View   Image Licensing   ", about 1900 ,President," hard paste porcelain, polychrome enamels, gilding ","  Caroline Lavinia Scott Harrison (American, 1832-1892)  ",null,http://collection.imamuseum.org/artwork/49291/0_preview.jpg,http://collection.imamuseum.org/artwork/49291/,imamuseum,United States
120,  bowl         Not Currently on View   Image Licensing   , 13th century ,bowl, white glazed stoneware , Chinese ,null,http://collection.imamuseum.org/artwork/19153/0_preview.jpg,http://collection.imamuseum.org/artwork/19153/,imamuseum,United States
121,"  Landscape  Wang Jiqian (Chinese, 1907-2003)       Not Currently on View   Image Licensing   ", Modern {Chinese period} ,Landscape, ink and colors on paper ,"  Wang Jiqian (Chinese, 1907-2003)  ","       Gallery Label      山水  It takes years to master the complexities and subtle movements of Chinese brushes. Like many before him, C. C. Wang believed that the appreciation and connoisseurship of Chinese painting depended on two factors: being an artist who knew how to use a brush and having a broad knowledge and understanding of past masters. C. C. Wang began studying painting in Suzhou, Jiangsu, a city famous for its wonderful gardens. He moved to Shanghai and continued his studies, but more importantly, he became knowledgeable about the history of art by examining great paintings in both private collections and the Palace Museum. After leaving China in 1947, Wang settled in New York City, a center for western and modern art. Wang found similarities between abstract expressionism and Chinese painting, which centuries ago had discarded representational likeness in favor of spiritual expression. He referred to his landscapes as ""mountains of the mind"" and ""mind landscapes.""      ",http://collection.imamuseum.org/artwork/25625/0_preview.jpg,http://collection.imamuseum.org/artwork/25625/,imamuseum,United States
