Id,name,author,relicTime,descriptoin,imageUrl,moreUrl
134,"IIIF Manifest古文尚書1 scrollInk on paperL26.3, total W328.0Tang dynasty/7th centuryTokyo National MuseumTB-1572",null,null,"
The Document of Antiquities (Ch. Shang shu) is another name for the Chinese classic Book of Documents (Ch. Shu jing), which records Chinese history from the time of the legendary rulers Yao and Shun, more than 2,000 years B.C., to that of Mugong, one of the four rulers of the state of Qin during the Spring and Autumn Annals period (770 B.C.-403 B.C.). According to tradition, Confucius compiled this collection of historical documents, which was originally written in the early-Chinese ligu (J. reiko; ancient squared characters) script. During the Tang dynasty (618-c.907), however, on the orders of Emperor Xuanzong (685-762), the text was revised and rewritten in the new script current in that era.This transcription, known as the Old-Script Document of Antiquities (J. Kobun Shôsho), consists of seven sheets joined together with twenty-one lines ruled in black ink and annotations transcribed in small characters in two lines on each page. During the mid-Heian period (794-1185), Japanese annotations in black and red ink were also added to facilitate in the reading of the Chinese text. Although portions at the beginning and the end of the document are missing, most of the main text-chapter one, first section, ""Vow on Mount Tai"" to chapter five, ""Wusheng""-remains. This handscroll was brought to Japan in the Nara period (710-794) before the Document of Antiquities underwent its widespread revision under Xuanzong, and it is therefore thought that it was transcribed at the beginning of the Tang dynasty. On the back of this manuscript, as well as those of the editions of the Tôyô Bunko Archives and the Imperial Household Agency, is copied Genpisho, a document on the research of era names by the Kamakura-period (1185-1333) scholar Takatsuji Naganari. Postscripts by the Chinese geologist Luo Zhenyu (1866-1940) and by the scholar of East Asian history Naitô Konan (1866-1934) were added to this document.
",https://emuseum.nich.go.jp//img/content/100231001000/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100231&content_part_id=0&content_pict_id=0
135,"IIIF Manifest虚堂智愚墨蹟By Xutang Zhiyu												1 hanging scrollInk on paper28.5x70.0Southern Song dynasty/13th centuryTokyo National MuseumTB-1169",null,null,"
Xutang Zhiyu (J. Kidô Chigu, 1185-1269) was a Chinese Chan (J. Zen) monk active during the Southern Song dynasty (1127-1279). He was an eminent monk of the Songyuan lineage of the Linji (J. Rinzai) School. Early in his career he served as the head monk of a number of temples, and in his later years he became the fortieth head monk of Wanshou Temple on Mt. Jing. Many Japanese monks traveled to see this Chinese master.This calligraphy, written by Xutang Zhiyu when he was about eighty, is dedicated to a ""brilliant Japanese Zen practitioner"" (J. Nihon no shôzenja), who may have been Mushô Jôshô (1234-1306), a monk from Jôchi-ji Temple in Kamakura. Mushô went to visit him in China in 1262. Three years later, in 1265, he returned to Japan and later founded Busshin-ji Temple in Kyoto.Another Japanese monk who also received an enlightenment certificate (J. inka) from Xutang Zhiyu was Nanpo Jômyô (1235-1308), a Zen master in the lineage of the Daitoku-ji and Myôshin-ji Temples in Kyoto. Because Daitoku-ji in particular has had close associations with the art of Japanese tea ceremony, Xutang Zhiyu's manuscripts have been highly valued by tea masters.The scroll was at one time a prized possession of the merchant and tea afficionado Takeno Jôô (1502-1555) of the city of Sakai. It then passed into the ownership of Daimonjiya Eisei, a wealthy Kyoto merchant during the Azuchi-Momoyama period (1573-1615). In 1637 (Kan'ei 14), however, a servant entered the family storage vault, ripped the document, and then committed suicide. Since then it has been known as the ""Torn Xutang"" (J. Yabure Kidô). It later came into the hands of the lord of Matsue and famous tea master, Matsudaira Fumai (1751-1818), and was for many years passed down within the Matsudaira family of Izumo Province (present-day Shimane Prefecture).
",https://emuseum.nich.go.jp//img/content/100222001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100222&content_part_id=0&content_pict_id=0
136,"IIIF Manifest圜悟克勤墨蹟By Yuanwu Keqin												1 hanging scrollInk on paper43.9x52.4Northern Song dynasty/Senwa(Xuanhe) 6(1124)Tokyo National MuseumTB-1171",null,null,"
Yuanwu Keqin (J. Engo Kokugon, 1063-1135) was a Chinese Chan (J. Zen) monk who lived during the Northern Song dynasty (960-1126). The emperor of the Northern Song (1082-1135), Huizong (r. 1101-1125), and the emperor of the Southern Song (c. 1127-1279), Gaozong (r. 1127-1163), both paid reverence to him. He is also famous for his contributions to the Blue Cliff Record (Ch. Biyanlu; J. Hekiganroku), one of the most important and oldest kôan collections of Chan literature.This document is the first half of an enlightenment certificate given by Yuanwu to his disciple Huqiu Shaolong (1077-1136) in recognition of the latter's spiritual achievement, and it is the oldest extant document written by a Chan master. The text of the document outlines the spiritual lineage of Chan, explaining its beginnings in India, its transmission to China, and its division into different schools during the Song dynasty. The writing itself is unconventional, but it expresses the maturity that results from long years of rigorous religious practice. Within the world of the Japanese tea ceremony, it is considered the preeminent example of Zen calligraphy.Legend has it that this document, placed inside a paulownia wood canister, drifted ashore on the coast of Bônotsu in Satsuma Province (present-day Kagoshima Prefecture). Therefore, in Japanese, it is also known as Nagare Engo (""Floating Yuanwu"").This certificate was once owned by the Daisen-in subtemple of Daitoku-ji Temple, and then by Tani Sôtaku (1557-1615), a wealthy merchant and tea master from the city of Sakai. Later, according to the wishes of the feudal lord Date Masamune (1567-1636), it was divided by Furuta Oribe (1544-1615). It eventually made its way to Shôun-ji Temple, and from there it was obtained by Matsudaira Fumai (1751-1818), the lord of Matsue and a noted tea master, when he made a generous contribution to the temple of 1000 ryô in cash and a yearly rice allowance of 30 hyô.
",https://emuseum.nich.go.jp//img/content/100223001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100223&content_part_id=0&content_pict_id=0
137,"IIIF Manifest大慧宗杲墨蹟By Dahui Zonggao												1 hanging scrollInk on paper37.9x65.5Southern Song dynasty/12th centuryTokyo National MuseumTB-1173",null,null,"
Dahui Zonggao (J. Daie Sôkô, 1089-1163) was a Chinese Chan (J. Zen) monk of the Southern Song dynasty (1126-1279). He practiced Linji (J. Rinzai) Chan under the tutelage of Yuanwu Keqin (J. Engo Kokugon, 1063-1135). As the founder of the Dahui lineage, his sayings are collected in the three-volume Treasury of the Eye of the True Dharma (Ch. Zhengfa yancang; J. Shôbôgenzô).The imperial court of the Song dynasty had fled to the south during the invasion by the Jin (Jurchens), but in 1127 the prime minister Qin Hui made a pact with the Jin. Because many of those who opposed Qin Hui were lay followers of Dahui, Qin Hui even directed his repressive measures against the Chan master, and Dahui was defrocked and exiled first to Hengzhou in Hunan and then to Meizhou in Canton. In 1156, he received a pardon from Emperor Gaozong (r. 1127-1163) and returned to monastic life, becoming the head monk at such places as Wanshou Temple at Mt. Jing.Dahui sent this vibrant piece of calligraphy from his exile in Meizhou to his friend, the lay practitioner Wuxiang (J. Musô), and is the most highly valued example of Dahui's calligraphy. It was once owned by the Japanese Zen monk Kôgetsu Sôgan, who is well known as an early Edo-period tea master. Later it was owned by the famous tea master Matsudaira Fumai (1751-1818), Lord of Matsue.
",https://emuseum.nich.go.jp//img/content/100224001002/2/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100224&content_part_id=0&content_pict_id=0
138,"IIIF Manifest無準師範墨蹟By Wuzhun Shifan												1 hanging scrollInk on paper32.1x100.6Southern Song dynasty/Junyuu(Chunyou) 2(1242)Tokyo National MuseumTB-1174",null,null,"
The Chinese Chan (J. Zen) monk Wuzhun Shifan (J. Bushun Shiban, 1177-1249), who lived during the Southern Song dynasty (1127-1279), was the head monk of a number of temples before becoming the thirty-fourth head monk of Wanshou Temple at Mt. Jing. Among his disciples were many famous monks, including Wuxue Zuyuan (J. Mugaku Sogen), who came to Japan and founded Engaku-ji Temple in Kamakura; Wuan Puning (J. Gottan Funei), who also came to Kamakura and was chosen as the second head monk of Kenchô-ji Temple; and the Japanese monk Enni Ben'en (also known as the ""National Teacher Shôichi"" [J. Shôichi Kokushi], 1202-1280), who traveled to China in 1235 (Katei 1), received an enlightenment certificate (J. inka) from Wuzhun Shifan, and returned to Japan to found Tôfuku-ji Temple in Kyoto.In 1242 (Jun'yû 2), the year after Ben'en returned to Japan, Wanshou Temple, where Wuzhun Shifan resided, was destroyed by fire. Ben'en was at Jôten-ji Temple in Hakata when he learned of the fire, and he donated a thousand boards of lumber to help reconstruct Wanshou Temple. This document, also known as the ""Calligraphy of the Board Gift"" (J. Itawatashi no Bokuseki), is Wuzhun Shifan's letter of thanks for Enni Ben'en's gift. In the letter, Wuzhun Shifan congratulates Ben'en on the construction of Jôten-ji, informs Ben'en of how many boards were received, thanks him for the gift, and encourages him in his efforts to spread the Zen School in Japan.This letter was once owned by Matsudaira Fumai (1751-1818), the lord of Matsue and a famous tea master.
",https://emuseum.nich.go.jp//img/content/100225001002/2/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100225&content_part_id=0&content_pict_id=0
139,IIIF Manifest梨地螺鈿金荘餝劔1 pieceTotal length: 103.3 Hilt length: 20.8 Sheath length: 81.1 Handguard: 7.8×5.2　Heian period/12th centuryTokyo National MuseumF-356,null,null,"
Swords with decorative mountings (J. kazaritachi) were carried by high-ranking nobles at official court ceremonies and could only be used with special permission from the Emperor. These mountings are characterized by rayskin-covered hilts, Chinese-style sword guards (J. karatsuba), and long metal fittings on the scabbard (J. saya) and hilt (J. tsuka).The metal fittings on this mounting are decorated with a detailed chrysanthemum pattern in gilt openwork carved in high relief over a silver ground. The two fittings closer to the scabbard's mouth have raised sections on to which hanging straps are fitted. In view of their distinctive profile, these are known as ""mountain-shaped fittings"" (J. yamagata kanamono). The areas on the scabbard between the metal fittings are decorated with long-tailed birds in mother-of-pearl inlay (J. raden) on lacquer ""pear-skin"" ground (J. nashiji). The slight but graceful curve of the overall form is a Japanese departure from the straightness of earlier examples that adhere more closely to Chinese prototypes.This mounting was handed down in the Hirohashi family, descendants of the northern branch of the aristocratic Fujiwara clan, and is reputed to have been owned by the Nara-period (710-794) government official Fujiwara Matate.
",https://emuseum.nich.go.jp//img/content/100182001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100182&content_part_id=0&content_pict_id=0
140,"IIIF Manifest文祢麻呂墓出土品Excavated from the Grave of Fumi no Nemaro, in Yataki, Haibara Town, Uda County, Nara PrefectureNara period/Keiun 4(707)Tokyo National MuseumJ-39201～J-39203",null,null,"
This group of objects comes from a grave of cremated remains that was discovered by a farmer plowing a field in the province of Yamato (present-day Nara Prefecture) in 1831. The circumstances of this discovery were written about in detail in a report made by the local magistrate's office, which said that from the grave was excavated a bronze box and a gilt-bronze container surrounded by charcoal. Within the box was a bronze plaque with an engraved epitaph, and within the container was a green glass urn filled with ashes.From the epitaph, we know that this was the grave of Fumi no Nemaro, who died in the ninth month of Keiun 4 (707). According to two eighth-century histories, the Chronicles of Japan (J. Nihon shoki) and the Continued Chronicles of Japan (J. Zoku Nihongi), Nemaro was a warrior from a migrant clan from the continent, the Kawachi no Aya. During the Jinshin Rebellion of 672, he helped Prince Ôama, who later became Emperor Tenmu (r. 673-686), defeat the forces of his nephew Prince Ôtomo. Because of his valorous service at the time of the conflict, Nemaro was posthumously granted the upper senior fourth rank.The custom of cremation was transmitted to Japan along with Buddhism and eventually came to include the Chinese and Korean practice of placing an epitaph in the grave. This is the earliest reliably datable example of an epitaph accompanying cremated remains. It consists of the following inscription engraved on the cast-bronze plaque: ""General of the Jinshin Year, Commander of the Guards Department of the Left, Upper Senior Fourth Rank, Fumi no Nemaro. Died on the twenty-first day of the ninth month of Keiun 4 in the junior fire-sheep year.""The gilt-bronze outer container has a body with a low base, and a lid fitted with a knob shaped like a Buddhist jewel; inside are fragments of a cloth that had been used to wrap the glass urn. The urn itself has a low, flat body, and its lid is also fitted with a jewel-shaped knob. The practice of placing cremated remains in a glass container wrapped in cloth and placed in an outer container is based on the treatment of Buddhist relics. The rare use of green glass for a funerary urn, along with the superior quality of the gilt-bronze outer container, seems most appropriate for the burial of a hero of the Jinshin War.
",https://emuseum.nich.go.jp//img/content/100202002001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100202&content_part_id=0&content_pict_id=0
141,"IIIF Manifest金銀鍍龍首水瓶1 pieceBronze with gilding and silver plateH49.9, D18.9Asuka period/7th centuryTokyo National MuseumN-243",null,null,"
This ewer, currently in the collection of the Tokyo National Museum, was originally part of the Imperial Bequest to Hôryû-ji Temple. In Meiji 11 (1878), it was given back to the Imperial Household.The shape of this ewer, with the handle attached to a long neck and the main body expanding at the bottom, originated in the Persian Sassanian Dynasty (A.D. 226-642). Once thought to be made of silver, this piece was formerly designated a National Treasure as the Silver Dragon-Headed Vase (J. kohei). It was later found to be cast of bronze and plated with gold and silver. The stately dragon's head forms the spout and its slender body is extended as the handle. A butterfly hinge at its jaw by the handle serves as the lid, which can be opened by flipping up the dragon's head, thus allowing the user to pour with one hand. The dragon's eyes are inset with pale green glass. On the main body, which was thinly cast, four winged horses (Pegasus), delicately depicted in fine hairline engraving (J. kebori) and highlighted with gilding, face each other in two pairs. The body, the spout, and the lever were cast separately, and the neck and main body were completed on a lathe. This magnificent object, combining a Chinese dragon and the Persian Pegasus- traditional motifs of east and west-conveys a sense of power and energy in both design and form. Although it had been thought to originate in Tang-dynasty (618-c. 907) China, the molding of the dragon and the hairline engraving technique provide evidence that it may have been produced in seventh-century Japan.
",https://emuseum.nich.go.jp//img/content/100214001009/9/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100214&content_part_id=0&content_pict_id=0
142,IIIF Manifest法隆寺献物帳(天平勝宝八歳七月八日）1 scrollInk on paper27.8x70.6Nara period/Tenpyoushouhou 8(756)Tokyo National MuseumN-5,null,null,"
Emperor Shômu (r. 724-749) passed away on the second day of the fifth month of Tenpyô Shôhô 8 (756), and on the eighth day of the seventh month of the same year his wife, Empress Kôken (r. 749-758), donated some of his cherished possessions to eighteen major temples, including Tôdai-ji Temple, as a prayer for his happiness in the next world. The Record of Imperial Bequest to Hôryû-ji Temple (J. Hôryû-ji kenmotsu chô) catalogues the objects bequeathed to Hôryû-ji Temple on that occasion.The Record of Imperial Bequest to Hôryû-ji Temple was originally prepared as a scroll, though later it was cut and remounted in its present format as a framed sheet. Ruled lines were drawn in thin ink on light blue hemp paper, upon which were written a total of twenty-two lines of powerful Chinese-style regular square characters (J. kaisho) and impressively stamped with the red imperial seal. At the end of the page, appears the signature of five influential members of the imperial court of the Nara period (710-794)-Fujiwara Nakamaro, Fujiwara Nagate, Koma Fukushin, Kamo Tsunotari, and Kazuragi Henushi, whose brushstrokes are richly expressive of their individual personalities, whose brushstrokes are richly expressive of their individual personalities.Many other possessions of Emperor Shômu (701-756, r. 724-749) that were delivered to Tôdai-ji Temple are also famed as the Treasures of the Shôsô-in Repository in Nara. The catalogue of these objects, the Record of Imperial Bequest to Tôdai-ji Temple, is also extant.
",https://emuseum.nich.go.jp//img/content/100206001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100206&content_part_id=0&content_pict_id=0
143,"IIIF Manifest海磯鏡2 piecesCast nickelTang dynasty or Nara period/8th centuryTokyo National MuseumN-74, N-75",null,null,"
These mirrors were dedicated to Hôryû-ji Temple by Empress Kômyô (701-760) on the anniversary of the death of Prince Shôtoku (574-622), on the twenty-second day of the second month of Tempyô 8 (736). Cast in nickel, which contains a relatively large amount of tin, these large mirrors are harder and whiter than those made of the more usual bronze. Gamma-ray fluoroscopy of both mirrors shows that they were cast using a superior technique that resulted in a good flow of molten metal.The diameters of these pieces vary slightly but the patterns on the obverse, with the exception of the wave pattern surrounding the central boss, closely resemble each other and are of Chinese style. Four forested mountain peaks, bearing lions, deer, birds and a seated figure, are arranged in the four directions around the circumference of each mirror. These islands are surrounded by waves, upon which float two fishermen in small boats.It is unclear whether these mirrors were made from the same mold or cast from separate molds. Their place of production is also uncertain although it is thought that they may be ""imitation mirrors"" (J. bôseikyô), cast in Japan but copying the style of Chinese mirrors.
",https://emuseum.nich.go.jp//img/content/100210001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100210&content_part_id=0&content_pict_id=0
144,IIIF Manifest細字法華経(一部七巻)1 scrollInk on paperTang dynasty/Chouju 3(694)Tokyo National MuseumN-7,null,null,"
This is a copy of the Lotus Sutra translated into Chinese by Kumarajiva (344-413) in 406 and copied by Li Yuanhui in 694. Li Yuanhui was from Chang-an, but little about him is known.This work, the Lotus Sutra in Minute Characters (J. Saiji Hokekyô), was written on thirty-nine pages of mashi, a paper made of hemp fibers. Each page has fifty-six ruled lines drawn in light ink, with thirty-two characters to a line; seven volumes were copied onto a simple scroll, measuring a total length of more than two meters. The characters are short and minute, at first written precisely and carefully; as the scroll advances, however, they appear distorted, as if having been rapidly transcribed.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          This valuable sutra with a jasper-inlaid axis has been stored in a sutra box carved out of a single piece of hollowed sandalwood, split in half. Long handed down at Hôryû-ji Temple, this scroll is said to have belonged to Prince Shôtoku (574-622) and is commonly called the ""Honored Companion Sutra"" (J. godôbôkyô). This name is based on the legend that the prince was a reincarnation of the great Chinese monk Hui-si (J. Eshi; 515-577), and that he sent a servant to retrieve the sutra, which had been used by a fellow monk (J. dôbô) at the temple in China in his past life.
",https://emuseum.nich.go.jp//img/content/100207005000/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100207&content_part_id=0&content_pict_id=0
145,"IIIF Manifest1 hanging scrollColor on silk, gold-leaf, decorated with thin metal strips H 162.1, W 134.0Heian period/12th centuryNara National Museum650(絵137)",null,null,"
Paintings of Amida's Gokuraku-Jodo (Pure Land of Bliss) started to be actively drawn after a Chinese Tang Buddhist priest Zendo (613-681) pictorialized the contents of his writing called ""Kanmuryo-Jyubutsu-Kyosho"" (""Kan-Kyosho""). The early style of Amida Jodo zu and Kangyo Mandala (Taima Mandala) appeared in the Nara period in Japan and Chiko Mandala, in which two Buddhist priests Chiko and Yorimitsu were drawn in a simple Jodo-zu, was established by a priest of Genkoji, Chiko in the late Nara period. In addition, Seikai Mandala was established in the mid Heian period.  In general, the images taken from the story of Ajase-o (King Ajatashatru) and scenes of Kubon Raigo (nine grades of Amida's descent) were drawn around the Jodo-zu in Taima Mandala and 16 Juku and a lotus pedestal are drawn in Seikai Mandala. However, they are not drawn in this painting and only Gokuraku-Jodo is drawn across the painting. Such features are similar to the Chiko Mandala said to have been established in the late Nara period and it seems to have developed based on the concept of an original Jodo-zu from the Tang period. Platforms including Koku, Houro, Geza (lotus pedestal), Hochi and Bugaku are drawn from the top and Shihioka is added to the Geza platform and two Doji are drawn on the Bugaku platform. It seems that these more complex features are similar to the Itae Chiko Mandala held in Gango-ji Temple in Nara. However, the Amida Nyorai in this painting forms the Tenpo Rini (hand position). This is different from the Chiko Mandala forming the Mikaifurenge Gasshoin (hand position), but is the same as the old style Inzo (hand position) of Chuson in Jodohenso-zu from the Tang period. The warm colors used in contrast with white and green create a unique warm style. The bodies are outlined in deep vermillion and each figure has sharp expressions. The clothing is clearly colored and the clothing accessories are beautifully decorated with Kirihaku (gold or silver cut into long thin strips). Together with the Koyasan Saizenin Jodo-zu, this is an extremely precious painting as a Kakefuku-style (hanging scroll) Jodo-zu painting in the late Heian period. This painting was handed down to Gokuraku-ji Temple in Nara as a Seikai Mandala.
",https://emuseum.nich.go.jp//img/content/100033001001/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100033&content_part_id=0&content_pict_id=0
146,"IIIF Manifest1 piecePanel; ink and colors on silkH 74.7, W 44.7Heian period/12th centuryNara National Museum888(絵178)",null,null,"
There is a story of Zenzai-Doji in Nyuhokkaihon contained in ""Kegon Kyo"" (Buddhist sutra). In the story, Zenzai-Doji, who had a supple mind and a rich spirit, was determined to become Buddhist after hearing the sermon of Monsyu-Bosatsu and he followed the advice of Monsyu-Bosatsu and visited 53 zenchishiki (good friends who lead us to strengthen our own faith and practice) one after another and finally achieved great enlightenment. The scenes of Zenzai-Doji's visits had already been represented in Kegonkyohen known in the Nara period in Japan. This painting is one of the 53 paintings (or 54 painting including Saiken Monjyu) that separately represent scenes of these visits in the order of places visited. These were originally Kakefuku (hanging scrolls) with Kakibyoso (adornments on the cloth of the painting scrolls). Twenty paintings still remain among them and of which, ten paintings are held in Todai-ji Temple and the other 10 paintings are separately held in the Nezu Museum, the Fujita Museum of Art and the Nara National Museum. Although there are some variations in expressions among these paintings, there is no doubt that they are a set of paintings.  It is presumed that Rekisan-zu drawn as wall paintings existed in the late Heian period in Japan (Kogogu Kondousha Anbutsuzo Ganmon). There are also some examples in the Northern Sung in China and it is presumed that a Japanese Buddhist priest, Jyojin, who went to Sung saw the ""Zenzai Chishiki"" wall painting at the Daibutsu-den in Kaigen-ji Temple in　Lu Chouand Giten from Koraiko (Goryeo) copied ""Zaizen Doji Sanzenchishiki 54 Jiku"" held at Ein-ji Temple　 in Hangzhou and went back to their own countries. Therefore, the establishment of this painting should be considered from the perspective of East Asia. The names, addresses and tributes, etc., are inscribed on the upper part in ink. The tributes vary and are based on either 60 Kegon or 80 Kegon. The style is not based on the one newly established in the late North Sung period, which is known by Takuhon and Hanga paintings and it probably inherits the characteristics of the old form of Chinese Zenzai Doji Rekisan-zu. Various features seen in the Buddhist paintings in the mid Heian period including Gushoku (whitish pale coloring) expression, colored lines and colored shadow painting (irokuma) are applied and the patterns of the landscapes and unique shapes and types of motifs represented in this painting are also old style. This is a thought-provoking painting due to its conservative style. It is presumed that this painting was hung on the wall of the Chuogoma (break and dining room) of Todai-ji Temple Kaidanin Sanmensobo Kitamuro in the Muromachi period.
",https://emuseum.nich.go.jp//img/content/100066001002/2/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100066&content_part_id=0&content_pict_id=0
147,"IIIF ManifestBy Genshou
						
						1 scrollInk and light color on paper 31.7x1323.3Heian period/12th centuryTokyo National MuseumA-10",null,null,"
This is a picture scroll in light-colored painting, depicting various saints and predecessors centering on the founders of Shingon Esoteric Buddhism in India, China and Japan with sumi lines. It depicts a total of 46 great leaders including the founders of Esoteric Buddhism from Ryumyo, the first patriarch of Esoteric Buddhism, to Kukai; the six founders of Zen Buddhism, including Bodhidharma; the founders of Nanto (Nara) Buddhism, including Ganjin, Gyoki, Prince Shotoku, Kumaraju and Genjo and Chinese saints and predecessors like Wu Wang of the Zhou Dynasty and Confucius.  The illustrations are drawn on quality paper and the founders are depicted with flowing, uninterrupted thin lines. Long lines including curves expressing the pleats at the bottom of their robes are also drawn with one flowing stroke. The soft texture of the robes is expressed through modulated lines drawn with the belly of the brush while their bodies, particularly the hands, are depicted with uniform, thin lines using the tip of the brush to show the hardness of bones. The illustrations demonstrate the artist's high artistic proficiency, which clearly differentiates the texture of each object. The postscript of the scroll says that the scroll was transcribed by Gensho (1146 - ?). Gensho was a learned priest who made a comprehensive study of various sects of Shingon Esoteric Buddhism and is known as a priest who transcribed and collected a large number of teachings and sutras. Documents written by him and from his collection are collectively called Gensho-bon and his signature monochromatic iconographs are particularly famous for their artistic excellence. This scroll shows his distinguished style and constitutes one of the best among Gensho-bon iconographs.  
",https://emuseum.nich.go.jp//img/content/100255001000/22/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=100255&content_part_id=0&content_pict_id=0
148,IIIF ManifestHandscrollHeight: 31.3 cm; Length: 1407.0 cmKyoto National MuseumA甲262,null,null,"
This scroll - now missing its original first section (comprising text and the scene of the Ichinomiya deity’s appearance) - begins with the origin tale (J., engi) of the Ichinomiya and Ninomiya shrines in Wakasa Province (now　southwestern Fukui Prefecture), represented respectively by the male and female deities Wakasahiko and Wakasahime. The following section traces the lineage of priests who administered the shrines since the time the two deities were enshrined. The distinctive feature of this genealogical painting is the pairing of two successive figures, facing one another.  The priests of odd-numbered generations are portrayed as divine figures in formal court attire, each seated on a dais in front of a standing screen; priests of even-numbered generations are depicted as mortals in informal court attire, seated on tatami mats. This difference is most striking in the first pair, in which the first-generation priest, Tokifumi, dons a Chinese-style robe. The alternate seating arrangement lends to its other title Shinjin-e Keizu (Illustrated Genealogy of Gods and Men).The illustrated narrative is continuous with short annotations inscribed next to key scenes or figures.  The bright coloration and simple, thin lines are also particular to this work. The portraits of the generational priests in the first half of the scroll were painted in the twelfth century, during the Kamakura period (1185-1333), and represent traditional expressions of nise-e (realistic portraits) with its use of fine lines; the latter sections were later additions.
",https://emuseum.nich.go.jp//img/content/101302001000/1/thumbnail.jpeg,https://emuseum.nich.go.jp//detail?langId=en&webView=&content_base_id=101302&content_part_id=0&content_pict_id=0
